,0
26,"... or hunter gatherers reunited. A very easy film to dissect and ridicule but its heart is in the right place and there is an ecological message amongst the mucous, membranes and slime. If you're happy to paddle in the shallows, toss a very endearing dog a crab stick and be reminded there's no courage without fear you wont be too disappointed unless, that is, you suffer from entomophobia, in which case you may have a few problems with these monsters from the off."
27,"Ok maybe a 4 is too harsh, but it doesn't deserve more than 5 stars that's for sure. It's basic acting, basic plot, no originallity...i know very few good movies have premiered since the pandemic took place but we should not lower our standards..."
28,"Just saying.
10/10,
Michael Booker and Dylan O'Brien were great."
29,Okay this year i know there havent been alot of theatrical releases but this is by far the most fun and fast paced movie ive seen i the theater much less rented the mvie had huge laughs rushes of action and enjoyment the character of the little girl was a riot and i highly recommend seeing it for more reasons then one its also family friendly for the most part
30,"The protagonist just won't shut up. Cringeworthy dialogue delivery. all attempts at humor fail, unoriginal story, boring. You can tell you've seen characters like that in other movies, except the dog.CGI was just good enough but the monsters were terribly underused. The events build up the tension, but they are quickly resolved without any effort, so no real moment of rejoice throughout the movie. They even tried to spice up the story by introducing a villain in the last half hour. Nothing special happens though.Better see something else, unless you are easily amused by generic teen-ish acting, bland characters and a plain story with couple of nice moments here and there. The dog was the only likeable character."
31,This movie is aimed at kids and teens. I'm neither. But the story is boring and predictable. Some of the monsters looked realistic whereas few are bad CGIs. The story rides on the lead character's supposedly innocent and charismatic looks. But the lead character is only innocent. The finale is the dumbest thing I've seen in a while. And I'm pretty sure now the movie's world population will drop from 5% to 0.5%.
32,"Yeah it's all been done before, the unexpected hero, the unexpected tutors. But it just works. It doesn't take itself too serious but the message is. Your life stops when you let fear take over. There will always be monsters out there. Just go out, suffer, learn and be a better person."
33,"Its been a long time since i saw a movie where the scriptwriter cared so much about his script. It remind me films from the 90's. clever plot twists, sentimental but not cheesy moments, metaphorical meanings and all this on a teenager monster movie!!!! well done."
34,"I have no idea what I just saw.
Is this supposed to be funny ? A bit scary maybe ?
I guess it's a movie for kids but it's absurd and vague. I didn't care for any of these characters."
35,"Its like a mish mash of every adventure teen kids movie ever made. They even had the song ""stand by me"" in there. No one does anything original anymore."
36,"In a world rampant with covid-19 pandemic, entertainment has suffered badly. Even third-rated movies become favorites with high ratings given by ordinary entertainment-starved people. This flick is one of them.The first 20 minutes are a total waste of time, with terrible dialogue. it livens up a bit when a journey is made and we meet some monsters and a dog. These creatures and the dog become the highlights in the movie, far outstripping the actors in a weak plot.You must make up your own mind. It is not an adventure nor love, but a feeble comedy. Some people may actually like it."
37,I wasn't expecting much but after the first 30 seconds the movie hooked me. I watched it with my nephew who at first balked and it pulled him in. The special effects are well-done and pretty solid. The story moves at a good clip and the characters are relatable and you like them. Just regular people just trying to survive. It was just a lovely movie to watch although the plot on the surface is not a nice reality. I will watch again and learn and thing or 2. I highly recommend this film. Well done!!
38,I was a bit hesitant at first but it turned out to be amazing.Far better than what I've seen in a while. Fantastic movie with an top notch combo of action and movie.Dylan being Dylan performed wonderfully and I'm looking forward to more sequels.
39,"Dylan did his part the best without any exaggeration and a scene with robot is emotionally well taken which reminds me of fallout game.rooker and ariana on the other hand nailed their roles.doggo named boy is lit with love and cuteness. its a pg13 movie so literally you can't expect kill cam it's a sure entertainer for kids and adults.
The only part which i felt odd is during the end how they kinda mushed just to get it done and gave it a ending which ain't deserved which questions arises love or leave..
All together it's a good movie and expecting a sequel."
40,Dont see these very often these days. Great famlily fun!
41,"One of my now all time favorite films! It does a great job of keeping a consistent entertaining pace without dragging on drama or romance thankfully. It's action scenes are brief but fun while inspiring a sense of wonder with it's fun monsters. They crafted a world I want so desperately to learn more about! The creature design wasn't very fantastical and that is actually quite good as they are supposed to be mutated versions of Earth's flora and fauna. The movie is visually a treat to look at with some beautiful locales used for the movie that give you a true sense of exploration like any good adventure film should. I found the story to be quite heartwarming and not because of the romantic nature of the main story but the more important side story, a boy and his dog surviving the apocalypse. Now let's hope the Monster Hunter movie will be as good!This is a film I hope gets more entries and I will be gladly buying it on Blu-Ray the first chance I get to support the studio."
42,"Kind of almost familyfriendly scifi action, postapocalyptic story about the superbugs overtaking planet earth, dividing two lifes appart, leaving them seperated for 7 years, till the hamradio starts queking and our main hears that beloved voice of hers, and then the journey towards love and sunsets by the beach start, having to conquer super maggots, crabs and leaches from fairfield to point reyes, though vaccaville wouldve been easier..its an adventure, its not badly made technically but the story and some of acting are cringeworthy, and the plotspeed slow, but if you can endure one presidents 2 hours massmeetings, than you may be able to stand this out too.its full of colour, visual and sound effects, it has some superman riddles over it but its an okay enough watch to start your weekend with. a 7 from the grumpy old man."
43,"Looks great, lovely effects. but not scary or particularly thrilling , it all felt ,to safe no threat, and overly long. If you are 8/11 enjoy. Having said that, if you want a film to watch with your young niece or nephew, it will work well. I like many of the children's films that have an element for the adults, but I did not find it here. Not sure what was missing."
44,"Very good, super fun, easy fun movie to watch with family or friends"
45,Loved the originality of the movie with fun spontaneous comentary from main character. Hope a 2nd comes around!!!
46,"Love & Monsters - Just see it! It's an end of the world love story with monsters. Got a few laughs in it and gets you wound up in the characters. Acting is good, production is good. There really is nothing bad I can say about this movie. It's a feel good family type flick. I think there were a few curse words and a few people get gulped by monsters but it's done in a fun way. If I had kids I'd let them watch it.When I finished watching I had that same good feeling I've gotten with movies like Jumanji or Goonies. It's the kind of movie you'd walk out of a theater with a grin on your face thinking ""that was fun""Oh yeah and Michael Rooker is in it so thats a plus"
47,I wish I got to see this in the theaters. Let's hope they make a part 2 it was so good!
48,"One of the most thoroughly enjoyable films of 2020, spectacularly well made, for dialog, performances, monster effects, scenery, audio, lighting, all are amazingly well done, leaving the viewer to be engrossed in the story.
The difference between this and major blockbuster monster films of the Kong and Godzilla style, is these characters are more real, and you feel the need for a sequel the moment the finale plays out."
49,"The movie handled the emotional and comedy elements very well. In the movie, the journey of the character and his spiritual and emotional development in this journey are very well explained to the audience. I have watched many films starring Dylan O'Brien. But he did very well in this movie."
50,"When I first saw the trailer for Love and Monsters I thought it looked like a fun movie but would probably fall short. I then read some reviews on here of people ripping into it but I always like to decide for myself.After watching it I can honestly say ""Some people have forgotten how to have fun"".We live in such a jaded world where some people cannot just sit back and enjoy a fun adventure movie anymore.Is the movie cliche? Yes!
Is it predictable? Yes!
Do you see enough of the monsters? Yes actually (some people have said otherwise, I don't know what film they were watching)But is the film fun? Yes it is!Its not going to win any awards but the film takes you along on Joel's fun and sometimes tense journey with a pooch called Boy (as well as some other characters along the way).Stop being so jaded people, learn to have some fun again. Watch Love and Monsters."
51,"Trust me, no movies are perfect at everything but Monsters and Love got me good. It's a satisfying story with lots of love and adventure. I'll take the concept of adding monsters as something I can relate with personally. It's so heart-warning!"
52,"What a pleasant surprise! A fun and extremely well crafted monster movie with great (sometimes spectacular) CGI, great acting, and a stellar script. Perhaps the single best decision the creative minds behind this movie made was not making ""Boy"" the dog a CGI character.
Every single detail has been carefully considered from the storyline, character relationships, to the gorgeous Australian landscapes.
Simply put, this movie is about Love and Monsters, but taking the journey with Joel and Boy offers the viewer so much more.
You'll watch it more than once."
53,Just watch film great adventure acting top notch cgi great. My fav of 2020 great film.
54,"A decent entertainer that will keep you engaged in its wonderful post apocalyptic world filled with monsters. A usual storyline in an unusual world that gives a wonderful message in the end. It conveys that love remains intact in a world where humanity is still clinging for its survival. Its not about the love between two protogonists but his love for all the things like dog, strangers in a bunker and all that's left in it. So, if you want to forget your everyday problems and engage in a heartwarming story...this movie is for you. GO FOR IT..."
55,"What an incredible and entertaining movie, a great comedy with an emotional story that representing how amazing it is to be a team through all the dark times, a good feeling film despite having a monsters in it lol."
56,"This movie is amazing. The jokes, the action, the story line: though I felt sad at some point. But in all, I didn't regret watching it. Thumbs up guys."
57,"I've always loved a good monster movie. Be it a huge Godzilla or Tremors from underground or underwater horrors like jaws or crawl. It's should pass these thresholds, decent acting, must have heart, decent CGI and sound design and likeable characters. This movie qualifies all.It was a surprise to see Dylan and Jessica pair up, although they have less screen time, they both are good. Michael Rooker and young Ariana are a delightful pair to watch. Although I wish they tagged along longer. But probably the highlight of this whole movie is Boy, the dog. He shines in every frame he is in. It was wise choice on writers part to have the protagonist and dog tag along. We don't see much of that these days.The action is cool. Sometimes the story comes to a halt but it's okay. All in all a great entertainer worth watching couple of times. Go for it."
58,"This film will not change film history, it will not be remembered for having a stunning plot or being clever in some other way acceptable to the penalizing critics BUT it's fun and a great escape. It provides the right balance of hope, comedy, action, romance and 'buddiness' for the whole family to get something out of it. We thoroughly enjoyed it and would recommend that you skip the over critical reviews and just make up your own mind. Would I have done certain things different? Yes, but so what? The film is a perfectly good watch for all the family!"
59,"Great movie. Not very slow main character is amazingly played and great story line. Sometimes a bit predictable but thats one of the things that makes the movie good. Especially the dog Boy i grew very found of.
I dont think it will happen but i hope for a second movie where they have to travel to the mountains and reunite with others"
60,Had pretty low expectations but I enjoyed this. I'd happily watch a sequel
61,"I so loved this movie, the story was very good, based on an old story line with new tweeks added, several spots brought a tear to my eye, the acting was very good, the dog was SUPER, and thank goodness stayed till the end, so often I think wrighters pull the ""let's kill the dog"" trick to stir up emotions, happily not this time, a wild ride. I will definitely watch again."
62,"I won't go into detail about the movie, but I gotta say that is is a really enjoyable watch alone or with family! The plot is kind of missing a few things, but in the end it's still rather fun to watch."
63,The story is simple but does things to keep you interested but this movies landscape and monsters IS THE SELLER! Loved the art and concept on all of them and absolutely think a sequel would be great!
64,"Not heavy, entertaining, that hits home deep fundamental ideas without trying to be explicit. It is love and monsters!"
65,I just gave a shot when i have nothing to watch. It was very enjoyable movie. No any lag scenes. Its romantic movie tooo... and a new genre of apocolypse... i wanted a sequel of it...
66,"IN A NUTSHELL:
Directed by Michael Matthews, this fun comedy Paramount Pictures is a non-stop adventure that is actually playing in theaters now, as well as on Amazon. It's super funny and family-friendly for all ages. Surprisingly, 2020 has given us several new movies for the Halloween season, but this one is the best by far, in my opinion. It's not really a Halloween movie, but there are some monsters.I was thoroughly entertained by this hero's journey movie. Plus, it offers tips that might actually be helpful if things continue to go wrong in 2021. ha ha
I know a movie is good when I can't wait to watch it again and that's how I felt after watching this movie!TIPS FOR PARENTS:
Lots of kissing and couples cuddling.
Some profanity, sometimes by a little girl.
People in perilous situations.
There are lots of dangerous creatures, but young kids probably won't be too scared. They're mostly giant, mutated insects.
Some violence.
People get drunk.THEMES:
Couples, relationships, love
Courage
Friendship, unity
Hope
ApocalypseTHINGS I LIKED:
Dylan O'Brien does a great job as the protagonist in the story who is a ""noble warrior floating on the wings of love"" as Michael Rooker's character describes him. He has perfect comedic timing, can do action, and brings on the feels. He's charming and inspiring and extremely effective in this role. Throw in a dog for his companion and you really want to root for him. There is satisfying character growth. He got his start in Teen Wolf but I didn't see him until The Internship and then his breakaway role in The Maze Runner.
The exposition at the beginning of the movie is pithy and helpful to understand the conditions of the new, dystopian world. There's a lot of exposition, but it didn't bother me too much since we need the information to better understand certain scenes.
You get to see a lot of fun and creative monsters.
The protagonist/narrator says a lot of amusing things.
The conversation with Mav1s was entertaining and touching. Melanie Zanetti voiced Mav1s and Kala. Cool magical sky jellies.
If you love Guardians of the Galaxy (Theatrical) as I do, you'll get a kick out of seeing Michael Rooker, who played Yondu. He's perfect in his role and is so likeable.
Ariana Greenblatt was pretty doggone adorable.
Great musical score by Marco Beltrami and Marcus Trumpp.
There is a little bit of back and forth in time, but viewers won't be confused.
I laughed at Joel's reaction when he first saw the Australian stud-muffin.
Some beautiful cinematography by Lachlan Milne.
The adventure is non-stop and super entertaining.
Great CGI and practical effects.
For a minute or so, I thought one of the Hemsworth brothers was in the movie. ha haTHINGS I DIDN'T LIKE:
There was a part of the story that was completely left as a missed opportunity. The dog named ""Boy"" always held on to a red dress. I thought for sure Joel would find the owner of the dress and that she would be his true love, like Tom Hanks in the movie Cast Away That would have been sweet, right? Instead, we never learn anything about the owner of that red dress, so it's just assumed she was eaten by monsters.
There are some missing details, but none of them are super important.You can see the rest of my review on my Movie Review Mom YouTube channel!"
67,"Didn't expect to like this movie so much, but I did. Definitely worth the view. Watch it and enjoy."
68,"Love and Monsters - Really entertaining, hilarious, inventive, emotional and with a surprisingly big heart. Worth a watch!"
69,"This movie tries its hardest to avoid the true love cliche, it really does. But in the end, there it is. This movie was so close to being something fresh and original and great. But it was still just a little trite. Perhaps some studio exec got hold of it, I don't know.It was still fun. I still liked the characters."
70,"It's not easy to create a markable movie about monsters and teens. ""Monster problems"" achieves the goal. Strong monster caracterization, decent acting, plausible plot. Quality ingredients to make a plaseable moment. And the dog, of course..."
71,"I always love Dylan O'Brien on every his movies. He's doing great on ""Love and Monster"". This isn't only about love, it's about a motivation for love. I can't tell what's on movie, you better watch this. it's worth to watch"
72,It's just not a very good movie. The storyline is boring. You barely see any of the so called monsters. And when you do the SFX are horrible.And the bottom line is this: you just never really care about the kid looking for his girlfriend. He's not a sympathetic or likeable actor. In truth he's no even a good actor.
73,"I went into this movie thinking that it would be some great escapism. And it definitely was. This isn't a horror movie. It's an adventure, a romance and a comedy. It's the end of the world. Or is it?I hate to get serious with this review, but it really felt poignant right now. Don't be afraid of the monster outside. Get out and live your life. What a great message. It really hit home.Anyway, I can't remember any specific flaws to the movie. It was fun, it had its moments of emotion and it had it's moments of suspense. I really can't ask for much more out of a movie."
74,"What a great feel good movie. The monster were original and fantastically done, the casting was on point and the plot was excellent. Highly recommended for a family evening. I hope they do a sequel."
75,"Amidst all the madness that 2020 has already unfolded, here is one entertaining gem of a movie. The story is simple, a teenager falls for a girl and is willing to risk it all to chance meeting her traveling through the life threatening journey of 7 days across open land infested with other worldly monstrous creatures. When the premise of this movie is love how can monsters not be gentle as well. ""Aww, that's sweet"", that is the expression viewers have when they see the final fight with a giant sea crab. Overall its a great watch for family with kids and some warm food."
76,5 out of 5 stars.Love and Monster is a fantasy post apocalyptic adventure film about Joel (Dylan O'Brien) who is surviving with a colony underground from a monster apocalypse. Which the film does give a brief introduction about how the monsters originated and mutated. Without giving away details. His girlfriend Aimee (Jessica Henwick) is in another colony 40 miles away. Which Joel plans to get up from underground to go on a journey to reunite with her. He comes across a dog. And two others Clyde (Michael Rooker) and Minnow (Ariana Greenblatt). Learning survival tips. And how to face his fears.It is an adventure coming of age kind of story. Its a bit fantasy. Action. Sci fi. And a little bit of a love story without getting too sappy into that genre. It is sure as a lot of fun. The script delivered making Joel as a lovable character who is a bit of a runt in his colony. Where he sticks out as the least productive person. While everyone is mastered in surviving and fighting monsters. Seeing him come up from underneath and clueless on where to go is a lot of fun. The direction plays a little like zombieland mixed with a little bit of a road apocalypse film like Mad max but in a family friendly version of it.The film does have some exciting action sequences with them escaping from monsters and fighting back. The visual effects are great. The music score was good. The film does have a climatic battle on the beach with a giant like crab of a monster.Dylan O'Brien did great playing the character. Adding emotional depth to his journey in reuniting with his love. After feeling isolated from losing his family. And being separated from Aimee. Michael Rooker and Ariana Greenblatt did good too. Jessica Henwick was also great playing in a brief role.It is a fun family adventure apocalypse film that delivers heart. Action. Adventure and a bit of humor.
77,"I usually don't like movies that include so unrealistic things (like monsters in this movie). But I loved this movie. It has such a good and inspirational story. I think that the main actor Dylan O'Brien as we saw as a hero in the series of movies ""The Maze Runner"", just ads a better perspective to this movie. I think that this movie is going to get a lot of positive reviews, if it hasn't already. And that should convince them to make a part 2. Where we could see their journey into the mountains.
They could make the movie easily 2+ hours long because the end was in my opinion a bit to short.Thanks for a great movie and I hope I'll be able to see part 2!"
78,"It was a great movie, I accept it.. it really made me laugh a lot and entertained me a lot too but there was a basic mistake, and that is when the chemical from the nuclear weapons created such enormous mutations in insects then how come humans are still the same? I mean if those chemicals affected the insect they should've affected humans and animals too right? I mean after all we are on the same land, breathe same air, eat almost veg/non-veg, so it should've affected humans too, Right? Other than that, movie was a lot of fun."
79,Not the most original plot but it worked. Enjoyed it from start to finish even tho the ending was very predictable for me. Humor here and there which made me smile a bit. Dylans performance reminds me of teen wolf and i really enjoyed that. Monsters looked amazing and there was alot of intense scenes.
80,"I didn't know what to expect from this movie, I just sat down to watch it and I'm glad I did.They don't make enough movies like this anymore, ones that the whole family can just sit and enjoy so it took me by suprise.Sure it's aimed at a younger person than me but it's not condescending either. Sure it's been done before and has a certain amount of predictably, but - It was good to switch the brain off and go for the ride.Like I said, 'nice' - We need more of that in this world."
81,"Movie's about a server who becomes slowed after years of the rotted cheese inserted in his gums. Terrible plot, i mean, who really wants to see a guy kept on the floor by a bunch of slim plastic pipes. There's also a female medical doctor show with weak needs. They show her after work in the pool burping"
82,"I hadn't heard too much about this film before watching it tonight & I just had to make a review to share my thoughts. The story is very well written & doesn't take itself too seriously. The basis felt like 'Zombieland' crossed with 'The 100' & this film had lessons (like Zombieland had Rules) & in The 100 they needed to know if the ground was survivable. In this, after 7 years of living underground, going outside is a massive task. The adventure is just a whole lot of fun, Dylan does an incredible job especially with his comedic timing which I didn't know he had. The scenes with Minnow (Ariana Greenblatt)) & Clyde (Michael Rooker) who he meets on the way are great additions & add so much to the film. Boy (the dog) is such a hero & worth watching just for him! Overall I think this film is a whole lot of fun with a ton of heart & about living, growing & not being afraid of what might happen. Just live a day at a time."
83,"A movie for everyone, but does the best for teens, you really can't ask for any more from this movie, it pretty much covered it all as its title Love and Monsters, you get exactly both of them.The only thing I'm uncertain was the love relationship, I feel it was a bit more of a friendship than love TBH. If you consider the number of years the guy's already lived without the girl and all of sudden he feels he can't live without her, and had to go on an impossible journey, that's crazy. And the girl doesn't deserve the ending, that's not love in any way."
84,"With any monster movie, there are many tropes consistent with the genre. A real sign of a good monster movie is one that surpasses the norm, as well as keeps the tropes entertaining. This movie does just that. The plot is interesting, the scenarios are funny and exciting, and somehow this movie sends important messages and emotional scenes without and clunkiness in the storyline. It is by no means a classic, but I would absolutely watch it again. It is a great movie. There is only one question I want answered: WHERE THE HECK IS BOY'S DRESS?! This is something I desperately need to know!!!"
85,"""Love and Monsters"" - a film that I liked surprisingly. I really liked the world of the apocalypse, all the monsters turned out to be very interesting and quite frightening (it's a pity that there was no huge spider, I would have looked). The graphics and visuals of the monsters were good too. All the characters turned out to be charismatic, except for the villain, who seemed clichéd and silly to me. In addition, the amazing actors Michael Rooker (Clyde) and Ariana Greenblatt (Minnow) were very cool here, and Dylan O'Brien (Joel) surprised me, he played his role very well, I really liked him. The film is very funny, sometimes even sad. For what you can blame this film, it is a bit banal and predictable plot, but it does not interfere with watching the movie. If you just want to relax in the evening and watch a movie, this will do, I advise you to watch it once."
86,"Bit of a surprise this one, I was expecting it to be pretty crap to be honest but as it turns out its not bad at all, well paced, well acted and better than your average end of the world rubbish that's out there. Don't get me wrong, it's no classic but there is enough going on, it has moments of humour and the characters are likeable enough - well worth a watch."
87,"Ok, I wanted to watch a cheesy movie while my wife was putting together a jigsaw puzzle. ""oh, this has monsters"" so it can't be too bad, maybe it'll be ok to watch. Well, the monsters were done well, the story is ok, and Joel (who has a tendency to freeze helplessly) is helped along by a couple of surface dwellers who teach him some of the tricks to stay alive. And he picks up a dog along the way. I'd recommend this to folks for an escape movie."
88,"This was a fun escape from reality. All of the acting is great. O'Brian's comedic-timing is spot-on, as always. The storyline is a true nod to the good in humanity amid the worst of circumstances."
89,Finally some decent CGI this just proved CGI is fine when studios actually put some effort in. Definitely worth a watch.
